Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year
Food,19.2,Low Fat,0.100074524,Frozen Foods,110.2886,OUT046,1997,Small,Tier 1,Supermarket Type1,778.3202,28
Drinks,15.7,Low Fat,0.037289996,Soft Drinks,182.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5046,26
Food,10.3,Regular,0.050028809,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688,38
Non-Consumable,13.65,Non-Counsumable,0.077234113,Health and Hygiene,56.893,OUT046,1997,Small,Tier 1,Supermarket Type1,1188.453,28
Non-Consumable,16.6,Non-Counsumable,0.016197216,Health and Hygiene,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,970.7364,38
Food,9.6,Low Fat,0.051571772,Snack Foods,258.462,OUT045,2002,Medium,Tier 2,Supermarket Type1,4673.916,23
Food,11.85,Regular,0.055672032,Baking Goods,50.5666,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,38
Food,12.857645184136183,Regular,0.066336811,Baking Goods,154.1656,OUT019,1985,Small,Tier 1,Grocery Store,617.8624,40
Non-Consumable,8.6,Non-Counsumable,0.032672263,Health and Hygiene,141.2154,OUT049,1999,Medium,Tier 1,Supermarket Type1,709.077,26
Food,20.7,Regular,0.047491371,Dairy,213.9876,OUT046,1997,Small,Tier 1,Supermarket Type1,2143.876,28
Food,11.8,Regular,0.077154417,Snack Foods,35.7558,OUT017,2007,Medium,Tier 2,Supermarket Type1,577.2486,18
Food,12.857645184136183,Regular,0.087692636,Fruits and Vegetables,162.5526,OUT019,1985,Small,Tier 1,Grocery Store,328.9052,40
Food,12.6,Regular,0.074221559,Dairy,255.9356,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832.3764,16
Drinks,20.7,Low Fat,0.092834313,Dairy,77.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.443,26
Non-Consumable,15.85,Non-Counsumable,0.020571083,Household,41.6112,OUT018,2009,Medium,Tier 3,Supermarket Type2,255.6672,16
Non-Consumable,6.36,Non-Counsumable,0.005978595,Household,163.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682,28
Food,9.3,Regular,0.033489979,Meat,156.6314,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.0512,26
Food,12.857645184136183,Low Fat,0.166609517,Baking Goods,157.6604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208,40
Food,20.7,Low Fat,0.021552357,Baking Goods,157.0288,OUT017,2007,Medium,Tier 2,Supermarket Type1,2985.4472,18
Food,12.857645184136183,Low Fat,0.130321652,Dairy,88.7172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.0364,40
Food,18.85,Regular,0.068059156,Dairy,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66,26
Non-Consumable,16.6,Non-Counsumable,0.027573983,Household,176.6344,OUT035,2004,Small,Tier 2,Supermarket Type1,2676.516,21
Non-Consumable,12.5,Non-Counsumable,0.103442268,Household,170.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,4942.8992,28
Drinks,7.02,Low Fat,0.057792343,Dairy,83.825,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.825,18
Food,12.85,Low Fat,0.168312678,Frozen Foods,45.906,OUT013,1987,High,Tier 3,Supermarket Type1,885.514,38
Food,7.855,Regular,0.162205516,Baking Goods,36.2848,OUT018,2009,Medium,Tier 3,Supermarket Type2,1155.8288,16
Food,19.35,Regular,0.076744561,Snack Foods,113.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1593.9252,21
Food,17.5,Low Fat,0.015591925,Fruits and Vegetables,184.8266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2766.399,23
Food,17.75,Regular,0.067639698,Baking Goods,187.624,OUT045,2002,Medium,Tier 2,Supermarket Type1,1491.392,23
Drinks,13.15,Low Fat,0.056516756,Soft Drinks,143.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.8872,26
Food,5.365,Regular,0.140213762,Seafood,173.7764,OUT035,2004,Small,Tier 2,Supermarket Type1,4637.9628,21
Food,13.1,Low Fat,0.006075007,Frozen Foods,187.5898,OUT045,2002,Medium,Tier 2,Supermarket Type1,2432.1674,23
Food,7.075,Low Fat,0.022612742,Frozen Foods,97.0068,OUT045,2002,Medium,Tier 2,Supermarket Type1,1944.136,23
Food,9.3,Low Fat,0.066770664,Frozen Foods,180.5292,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504,21
Food,12.3,Low Fat,0.186250852,Baking Goods,37.2874,OUT010,1998,Medium,Tier 3,Grocery Store,176.437,27
Food,16.2,Regular,0.016639482,Frozen Foods,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,1076.5986,38
Non-Consumable,18.85,Non-Counsumable,0.040599963,Household,244.0144,OUT017,2007,Medium,Tier 2,Supermarket Type1,5635.3312,18
Drinks,8.01,Low Fat,0.070533748,Hard Drinks,34.2532,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,16
Food,12.857645184136183,Regular,0.01251245,Snack Foods,38.748,OUT019,1985,Small,Tier 1,Grocery Store,79.896,40
Food,12.857645184136183,Regular,0.022807826,Fruits and Vegetables,183.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577.375,40
Food,17.35,Regular,0.041474232,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1,826.9236,28
Food,12.857645184136183,Regular,0.055289464,Breads,222.5088,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816,40
Non-Consumable,14.65,Non-Counsumable,0.083698962,Household,163.4552,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.2832,16
Food,12.8,Low Fat,0.076045655,Fruits and Vegetables,96.541,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.099,21
Non-Consumable,12.857645184136183,Non-Counsumable,0.116366304,Health and Hygiene,158.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.038,40
Food,6.65,Low Fat,0.053279839,Canned,147.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.6276,21
Non-Consumable,6.675,Non-Counsumable,0.021648305,Household,35.6874,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598,38
Food,6.69,Regular,0.037060755,Meat,176.837,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.496,16
Food,12.857645184136183,Regular,0.224607399,Baking Goods,223.1404,OUT019,1985,Small,Tier 1,Grocery Store,450.0808,40
Food,7.6,Regular,0.142699588,Starchy Foods,171.7448,OUT045,2002,Medium,Tier 2,Supermarket Type1,4431.5648,23
Food,7.51,Low Fat,0.103726639,Snack Foods,110.6544,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,38
Food,12.857645184136183,Regular,0.158424516,Fruits and Vegetables,62.4194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.0178,40
Food,12.857645184136183,Regular,0.08234117,Meat,185.7608,OUT019,1985,Small,Tier 1,Grocery Store,1470.0864,40
Food,11.0,Regular,0.087847141,Frozen Foods,156.863,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.797,28
Non-Consumable,12.857645184136183,Non-Counsumable,0.158562708,Household,194.711,OUT019,1985,Small,Tier 1,Grocery Store,196.411,40
Food,17.25,Regular,0.047458754,Snack Foods,95.8068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1263.6884,16
Food,12.857645184136183,Low Fat,0.015385857,Frozen Foods,208.9928,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.0688,40
Drinks,12.857645184136183,Low Fat,0.047377447,Soft Drinks,150.6682,OUT019,1985,Small,Tier 1,Grocery Store,457.4046,40
Food,6.36,Low Fat,0.120443298,Fruits and Vegetables,45.406,OUT013,1987,High,Tier 3,Supermarket Type1,1118.544,38
Non-Consumable,11.15,Non-Counsumable,0.032229348,Health and Hygiene,163.2526,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734,38
Food,12.857645184136183,Regular,0.127638966,Baking Goods,104.5332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.33,40
Non-Consumable,18.0,Non-Counsumable,0.047473135,Household,170.5422,OUT045,2002,Medium,Tier 2,Supermarket Type1,3103.9596,23
Food,7.825,Regular,0.149986868,Frozen Foods,158.8288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592,21
Non-Consumable,14.85,Non-Counsumable,0.102065622,Household,254.2698,OUT010,1998,Medium,Tier 3,Grocery Store,1775.6886,27
Food,12.857645184136183,Low Fat,0.114243048,Snack Foods,174.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437,40
Food,20.5,Regular,0.019183756,Frozen Foods,83.7592,OUT013,1987,High,Tier 3,Supermarket Type1,1403.5064,38
Food,10.395,Low Fat,0.112324552,Snack Foods,60.622,OUT045,2002,Medium,Tier 2,Supermarket Type1,778.986,23
Drinks,12.857645184136183,Low Fat,0.068153091,Soft Drinks,36.019,OUT019,1985,Small,Tier 1,Grocery Store,73.238,40
Food,13.3,Regular,0.071597469,Fruits and Vegetables,60.8536,OUT045,2002,Medium,Tier 2,Supermarket Type1,918.804,23
Food,12.857645184136183,Regular,0.052473797,Canned,83.6224,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.1184,40
Food,19.35,Regular,0.076914745,Snack Foods,114.8518,OUT045,2002,Medium,Tier 2,Supermarket Type1,1707.777,23
Food,16.5,Regular,0.079837509,Fruits and Vegetables,102.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.0644,26
Food,5.63,Regular,0.024520854,Meat,102.8306,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0814,38
Food,12.35,Low Fat,0.02678995,Canned,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936,16
Non-Consumable,9.8,Non-Counsumable,0.024432767,Health and Hygiene,116.4492,OUT045,2002,Medium,Tier 2,Supermarket Type1,2780.3808,23
Food,5.305,Regular,0.047220268,Meat,181.9608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904,16
Food,18.5,Regular,0.045534457,Dairy,146.3102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.255,26
Food,10.695,Regular,0.057792343,Snack Foods,156.1972,OUT046,1997,Small,Tier 1,Supermarket Type1,1869.5664,28
Non-Consumable,6.525,Non-Counsumable,0.090806457,Household,86.4882,OUT017,2007,Medium,Tier 2,Supermarket Type1,1631.8758,18
Food,12.35,Regular,0.033813351,Meat,198.1426,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757.1094,26
Non-Consumable,7.935,Non-Counsumable,0.031730739,Household,261.091,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.919,21
Food,15.85,Regular,0.102262138,Meat,47.1744,OUT010,1998,Medium,Tier 3,Grocery Store,90.5488,27
Non-Consumable,5.615,Non-Counsumable,0.057792343,Health and Hygiene,121.973,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,28
Food,10.5,Low Fat,0.052511611,Frozen Foods,90.783,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,38
Food,12.857645184136183,Regular,0.056713056,Fruits and Vegetables,223.8088,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72,40
Food,8.85,Low Fat,0.053950661,Fruits and Vegetables,182.7292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.5884,26
Food,13.1,Regular,0.044192372,Fruits and Vegetables,180.3318,OUT046,1997,Small,Tier 1,Supermarket Type1,2345.6134,28
Food,12.857645184136183,Low Fat,0.046958533,Baking Goods,101.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327.6368,40
Non-Consumable,15.1,Non-Counsumable,0.055829496,Household,140.2496,OUT035,2004,Small,Tier 2,Supermarket Type1,2681.8424,21
Food,17.7,Regular,0.13498355,Starchy Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,3146.5708,38
Food,14.65,Low Fat,0.057792343,Fruits and Vegetables,49.7692,OUT045,2002,Medium,Tier 2,Supermarket Type1,837.5764,23
Food,16.35,Low Fat,0.032538896,Meat,165.7842,OUT046,1997,Small,Tier 1,Supermarket Type1,2652.5472,28
Food,19.85,Low Fat,0.005264755,Dairy,264.5884,OUT017,2007,Medium,Tier 2,Supermarket Type1,5829.7448,18
Food,6.715,Regular,0.121832956,Baking Goods,43.5454,OUT045,2002,Medium,Tier 2,Supermarket Type1,838.908,23
Food,20.85,Low Fat,0.037403973,Frozen Foods,192.5478,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.217,28
Food,12.857645184136183,Regular,0.10400212,Canned,79.796,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.696,40
Food,17.1,Low Fat,0.054162439,Breads,85.3566,OUT013,1987,High,Tier 3,Supermarket Type1,1775.6886,38
Food,12.857645184136183,Low Fat,0.023876708,Frozen Foods,258.6304,OUT019,1985,Small,Tier 1,Grocery Store,516.6608,40
Food,17.85,Low Fat,0.065797601,Frozen Foods,147.805,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.465,21
Non-Consumable,19.6,Non-Counsumable,0.047857804,Health and Hygiene,45.077,OUT013,1987,High,Tier 3,Supermarket Type1,605.878,38
Non-Consumable,12.857645184136183,Non-Counsumable,0.048703432,Household,125.9336,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816,40
Non-Consumable,12.5,Non-Counsumable,0.006765149,Household,41.7112,OUT046,1997,Small,Tier 1,Supermarket Type1,383.5008,28
Food,15.85,Regular,0.06121988,Meat,45.6744,OUT045,2002,Medium,Tier 2,Supermarket Type1,633.8416,23
Food,6.78,Regular,0.057792343,Fruits and Vegetables,227.4694,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.1716,28
Food,19.6,Regular,0.041563696,Frozen Foods,47.6376,OUT035,2004,Small,Tier 2,Supermarket Type1,335.5632,21
Drinks,17.5,Low Fat,0.098457814,Soft Drinks,171.7738,OUT017,2007,Medium,Tier 2,Supermarket Type1,2432.8332,18
Food,20.75,Low Fat,0.108930629,Snack Foods,160.9578,OUT045,2002,Medium,Tier 2,Supermarket Type1,1444.1202,23
Food,12.857645184136183,Low Fat,0.03046847,Starchy Foods,254.704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.048,40
Drinks,9.3,Low Fat,0.073288275,Hard Drinks,189.1846,OUT010,1998,Medium,Tier 3,Grocery Store,382.1692,27
Non-Consumable,17.75,Non-Counsumable,0.097692448,Health and Hygiene,242.4196,OUT035,2004,Small,Tier 2,Supermarket Type1,5543.4508,21
Food,17.0,Low Fat,0.135944247,Fruits and Vegetables,171.5106,OUT049,1999,Medium,Tier 1,Supermarket Type1,1539.9954,26
Food,12.857645184136183,Regular,0.123089128,Snack Foods,63.6484,OUT019,1985,Small,Tier 1,Grocery Store,65.2484,40
Food,4.555,Regular,0.034328578,Frozen Foods,110.1544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,38
Food,10.1,Regular,0.089688978,Fruits and Vegetables,225.5088,OUT010,1998,Medium,Tier 3,Grocery Store,1342.2528,27
Food,20.7,Regular,0.121709653,Frozen Foods,119.7466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.3922,26
Drinks,8.785,Low Fat,0.020618957,Soft Drinks,153.0656,OUT045,2002,Medium,Tier 2,Supermarket Type1,4170.5712,23
Non-Consumable,17.75,Non-Counsumable,0.163548055,Health and Hygiene,239.3196,OUT010,1998,Medium,Tier 3,Grocery Store,723.0588,27
Food,12.857645184136183,Low Fat,0.178192864,Dairy,54.9956,OUT019,1985,Small,Tier 1,Grocery Store,109.1912,40
Food,5.465,Regular,0.048625599,Baking Goods,129.2626,OUT045,2002,Medium,Tier 2,Supermarket Type1,1311.626,23
Drinks,12.857645184136183,Low Fat,0.170213676,Dairy,89.5856,OUT019,1985,Small,Tier 1,Grocery Store,175.7712,40
Food,12.857645184136183,Low Fat,0.044829295,Snack Foods,187.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.224,40
Non-Consumable,12.857645184136183,Non-Counsumable,0.113387677,Health and Hygiene,156.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,1584.604,40
Food,17.75,Low Fat,0.058168807,Dairy,249.575,OUT010,1998,Medium,Tier 3,Grocery Store,499.35,27
Food,16.2,Regular,0.016650191,Frozen Foods,97.4726,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.4712,21
Food,20.35,Regular,0.151044881,Meat,79.2276,OUT035,2004,Small,Tier 2,Supermarket Type1,649.8208,21
Food,8.185,Low Fat,0.038948125,Fruits and Vegetables,115.4808,OUT017,2007,Medium,Tier 2,Supermarket Type1,820.2656,18
Food,20.5,Low Fat,0.020688969,Fruits and Vegetables,88.183,OUT018,2009,Medium,Tier 3,Supermarket Type2,719.064,16
Non-Consumable,8.42,Non-Counsumable,0.112249781,Health and Hygiene,64.3168,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848,21
Food,10.0,Low Fat,0.046116319,Frozen Foods,141.818,OUT017,2007,Medium,Tier 2,Supermarket Type1,838.908,18
Food,7.5,Low Fat,0.050957715,Canned,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.6512,16
Food,12.857645184136183,Low Fat,0.053211728,Dairy,177.6002,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417.7094,40
Food,10.6,Low Fat,0.011111714,Breads,43.8454,OUT045,2002,Medium,Tier 2,Supermarket Type1,671.1264,23
Food,20.6,Regular,0.077029195,Snack Foods,177.2344,OUT010,1998,Medium,Tier 3,Grocery Store,892.172,27
Food,12.857645184136183,Low Fat,0.017344679,Fruits and Vegetables,230.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.123,40
Drinks,16.2,Low Fat,0.019457372,Soft Drinks,153.9972,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,16
Food,20.25,Regular,0.012063121,Canned,183.5924,OUT017,2007,Medium,Tier 2,Supermarket Type1,2406.2012,18
Non-Consumable,12.15,Non-Counsumable,0.079755214,Health and Hygiene,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.3578,16
Food,12.857645184136183,Low Fat,0.074830794,Snack Foods,125.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.1656,40
Food,8.21,Low Fat,0.044917289,Dairy,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.8574,21
Food,6.63,Regular,0.018310142,Snack Foods,57.7588,OUT010,1998,Medium,Tier 3,Grocery Store,57.2588,27
Food,6.935,Regular,0.041247932,Snack Foods,101.8332,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304,38
Food,12.857645184136183,Regular,0.0204702,Dairy,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066,40
Food,15.0,Regular,0.161404914,Canned,185.8266,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.266,21
Non-Consumable,7.825,Non-Counsumable,0.186067862,Household,255.4698,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.396,28
Food,10.695,Low Fat,0.057792343,Fruits and Vegetables,61.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,428.7752,28
Drinks,18.85,Low Fat,0.057792343,Hard Drinks,162.0578,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156,21
Drinks,12.1,Regular,0.061270647,Soft Drinks,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.8298,26
Food,8.945,Regular,0.087823675,Dairy,261.091,OUT045,2002,Medium,Tier 2,Supermarket Type1,3418.883,23
Food,8.975,Regular,0.05281112,Canned,86.6224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.448,26
Non-Consumable,20.2,Non-Counsumable,0.112495847,Household,124.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414,26
Food,6.76,Regular,0.029100745,Fruits and Vegetables,80.696,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,16
Non-Consumable,9.0,Non-Counsumable,0.019546214,Household,168.1474,OUT045,2002,Medium,Tier 2,Supermarket Type1,4211.185,23
Non-Consumable,20.2,Non-Counsumable,0.112549008,Household,123.1046,OUT045,2002,Medium,Tier 2,Supermarket Type1,1120.5414,23
Non-Consumable,19.0,Non-Counsumable,0.057792343,Household,189.1872,OUT046,1997,Small,Tier 1,Supermarket Type1,567.2616,28
Food,15.1,Regular,0.019917598,Frozen Foods,129.431,OUT013,1987,High,Tier 3,Supermarket Type1,3505.437,38
Food,14.1,Low Fat,0.089817198,Canned,142.7496,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,26
Food,20.2,Regular,0.121442754,Snack Foods,94.9752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,26
Food,12.857645184136183,Regular,0.069250192,Meat,232.9616,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.424,40
Food,12.857645184136183,Low Fat,0.159193194,Snack Foods,92.712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268,40
Non-Consumable,12.857645184136183,Non-Counsumable,0.057792343,Household,98.1726,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726,40
Food,12.857645184136183,Regular,0.023209537,Dairy,183.3608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064,40
Non-Consumable,20.25,Non-Counsumable,0.148372897,Health and Hygiene,108.8938,OUT045,2002,Medium,Tier 2,Supermarket Type1,3644.5892,23
Food,14.85,Low Fat,0.057792343,Canned,187.7214,OUT010,1998,Medium,Tier 3,Grocery Store,188.4214,27
Non-Consumable,20.7,Non-Counsumable,0.065689432,Household,149.7366,OUT010,1998,Medium,Tier 3,Grocery Store,151.1366,27
Food,5.15,Regular,0.061301149,Meat,122.1388,OUT045,2002,Medium,Tier 2,Supermarket Type1,2352.9372,23
Non-Consumable,12.857645184136183,Non-Counsumable,0.117825569,Household,43.2796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,40
Food,12.6,Regular,0.04152307,Fruits and Vegetables,124.3072,OUT013,1987,High,Tier 3,Supermarket Type1,5022.7952,38
Food,10.1,Low Fat,0.024201905,Canned,114.915,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36,26
Food,15.25,Regular,0.066269294,Snack Foods,179.666,OUT017,2007,Medium,Tier 2,Supermarket Type1,6471.576,18
Food,10.5,Regular,0.01100413,Snack Foods,167.1842,OUT045,2002,Medium,Tier 2,Supermarket Type1,2984.1156,23
Food,12.857645184136183,Low Fat,0.250560049,Breakfast,126.9994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982,40
Food,14.65,Regular,0.099113429,Snack Foods,52.8666,OUT035,2004,Small,Tier 2,Supermarket Type1,461.3994,21
Food,6.885,Regular,0.140008554,Canned,108.7228,OUT046,1997,Small,Tier 1,Supermarket Type1,2542.0244,28
Non-Consumable,7.285,Non-Counsumable,0.031278532,Household,176.0054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2626.581,16
Food,11.1,Regular,0.05373063,Fruits and Vegetables,165.1526,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734,38
Non-Consumable,12.857645184136183,Non-Counsumable,0.025842951,Household,48.6376,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,40
Food,10.5,Low Fat,0.052555346,Frozen Foods,89.683,OUT046,1997,Small,Tier 1,Supermarket Type1,988.713,28
Non-Consumable,12.857645184136183,Non-Counsumable,0.10178199,Health and Hygiene,104.699,OUT019,1985,Small,Tier 1,Grocery Store,103.199,40
Drinks,20.75,Low Fat,0.021293097,Soft Drinks,151.9024,OUT045,2002,Medium,Tier 2,Supermarket Type1,2732.4432,23
Food,12.857645184136183,Regular,0.124668026,Snack Foods,261.091,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,40
Food,11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838,38
Non-Consumable,14.0,Non-Counsumable,0.024468806,Household,41.1454,OUT017,2007,Medium,Tier 2,Supermarket Type1,503.3448,18
Non-Consumable,20.2,Non-Counsumable,0.01181025,Household,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,4287.752,38
Non-Consumable,19.0,Non-Counsumable,0.027028323,Household,127.0336,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416,26
Food,16.0,Regular,0.172615327,Snack Foods,154.5972,OUT013,1987,High,Tier 3,Supermarket Type1,1869.5664,38
